"","X","text","score","polarity"
"4030",4030," stand russia ",0,"Netral"
"4031",4031,"people voted join russia new territories need advance russian reality russia needs gain thorough foothold areas people understand advantage joining russia putin congress young scientists ",2,"Positif"
"4032",4032," work price cap keep russia profits minimum wouldnt russia sell markets market rates cant imagine work",0,"Netral"
"4033",4033," love russia ",1,"Positif"
"4034",4034," thats ridiculously false check sources bucha mariupol murders rapes mass graves army disgrace horde russia regret day chose barbaric act see watch",-3,"Negatif"
"4035",4035," last time old guard held sway world cup brazil current began shift russia carrying current edition last time afc held one koreajapan like appetizer coming age",1,"Positif"
"4036",4036," potus man kind try self like havent learned mistakes need honest leaders ones hide lie countries face viruswhere end ",1,"Positif"
"4039",4039," russia doesnt agree said wouldnt prices without russian oil",0,"Netral"
"4040",4040," since elon musk took twitter brought kayne back leaving country got passport last week heard bought twitter instead ill moving civilized country amazing russia long america youve lost honest citizen",1,"Positif"
"4043",4043," innocuous story bernie sanderss trip russia ",0,"Netral"
"4044",4044," great grandparents lived europe know nothing went like know nothing communist china russia went mass starvation many millions dying compared hitler lived ",0,"Netral"
"4045",4045," part europe russia free elections stop killing political opponents invading neighbors russia controlled small group russian wealth share european values homophobia racism imperialism reign",-1,"Negatif"
"4046",4046," hasnt gone court yet hasnt even jail either still waiting adam schiff evidence russia collusionthat hasnt shown yet ",0,"Netral"
"4047",4047,"table tennis russia liga pro roman zelenskii v igor abelmasov ev starts cet mn subscription link full pick infos bio ",0,"Netral"
"4048",4048," ukrainian president cause russia invade",0,"Netral"
"4051",4051,"bbc ukrainian soldiers killed since start russias invasion thats day people killedday person ",-1,"Negatif"
"4052",4052," swaggering cat popped toy balloon shame piles dead bodies tears flow cold starving people place without bed ever known soil earth defiled man made shells russia learned forever lesson",-2,"Negatif"
"4054",4054," support russia",1,"Positif"
"4056",4056," believe whatever like agree disagree ive paying plenty attention dont get information lamestream media either us blocks information coming russia un security council heard plenty ",1,"Positif"
"4057",4057,"table tennis russia liga pro rinat khairov v vladimir pustoselov ev starts cet mn subscription link full pick infos bio ",0,"Netral"
"4058",4058," russia want join europe russian elites hate europe except place hide wealth place kids holiday",-1,"Negatif"
"4059",4059," wrongfully detained russia country laws",0,"Netral"
"4062",4062," obtained us military expected nuclear exchange maps conflict russia china group physicists created target maps wind borne radiation fallout maps find useful used buy home people east mississippi river dead",-2,"Negatif"
"4063",4063,"russia evil god except forgiveness ",-1,"Negatif"
"4064",4064,"table tennis russia liga pro nikita sadovskiy v sergey nikulin ev starts cet mn subscription link full pick infos bio ",0,"Netral"
"4066",4066," true conservative nations struggle like russia",-1,"Negatif"
"4068",4068,"table tennis russia liga pro vladimir zhigalov v oleg belugin ev starts cet mn subscription link full pick infos bio ",0,"Netral"
"4071",4071," russia couldnt make passenger plane russian military jets suck really surprise small economy industry funding hard build airplanes",-2,"Negatif"
"4072",4072," see recent interviews russia watched still said hope soon win war men sons husbands dads come home",1,"Positif"
"4073",4073," weird nato invade russia",0,"Netral"
"4077",4077," please fix account hacked russia ",0,"Netral"
"4078",4078," iran hope revolution works iranian women girls fill hope together men obstruct police unlike ",-1,"Negatif"
"4079",4079," faucis involvement means little close home hence us desire pursue sure rest world isnt interested must us essentially paid everyone russia busy right ",1,"Positif"
"4081",4081," cant wait day president zelenskys country victorious russia fierce wife welcomed well",0,"Netral"
"4082",4082," yes please stop ukrainian child abuse hands parents ",-1,"Negatif"
"4084",4084," period january september azerbaijan bought tons wheat kazakhstan times previous year wheat deliveries russia azerbaijan tons ",0,"Netral"
"4085",4085," nope russia planning invasion since ",0,"Netral"
"4086",4086,"pakistan seeks discount crude oil india china russia says ",-1,"Negatif"
"4089",4089," something expect see nazi germany stalins russia defend us constitution cant",0,"Netral"
"4090",4090," move countries nearer russia ask putin invade financial problems solved ",-1,"Negatif"
"4091",4091," bomb russia china doesnt mean cancelling student debt loan every bit wrong bombing countries argument made worse",-4,"Negatif"
"4094",4094," russian government formally told us embassy last week brittney griners transfer remote penal colony weeks wrongfully detained wnba star moved according biden administration ",0,"Netral"
"4095",4095," wrongfully detained oh honey russia",0,"Netral"
"4097",4097," many white unkonown americans locked russia countires aint nobody care media privileged",0,"Netral"
"4098",4098," true terrorist west dangerous thing threatens humanity russia hope officials understand leaders late bomb preemptive nuclear strike destroy ",-4,"Negatif"
"4099",4099," us media says russia propaganda learned young history teacher mrsantos told class poll favored stalin us big mainstream media corporations like decided start cold war cold war started media monopoly ",2,"Positif"
"4100",4100," talked war usa invade iraq million civil died war",-1,"Negatif"
"4103",4103," ok whens russia gonna fall day ",0,"Netral"
"4104",4104," yes think even dont undermining eu hurt russia mind russia assuredly written assets lost ",-2,"Negatif"
"4105",4105,"florida governor ron desantis damm dictator florida kissing trumps russias vladimir putins ass ",0,"Netral"
"4106",4106,"russia warns huge risks sliding nuclear war ",-1,"Negatif"
"4107",4107," quickly branded wumao tankie paid propagandist pro china russia even though simply normal people lol",0,"Netral"
"4109",4109," russia factory activity grows fastest pace almost six years somebodys goldbuying bender clear ",1,"Positif"
"4110",4110," honorable explain canadian keep sending money nicaragua regime russia allied yes two kids members u putting danger ",-1,"Negatif"
"4111",4111," isnt kanye fuentes buddies love putin russia",1,"Positif"
"4112",4112," gives damn us eu think russian oil worth business russia continue buy meantime us shove gas oil eus throat higher prices ",-1,"Negatif"
"4114",4114," go back russia refrain used flung antiwar protesters seems really ironic lately",-1,"Negatif"
"4116",4116," wrongfully detained easy see failing cnn took drugs illegal russia simple try twist however want",-2,"Negatif"
"4118",4118,"hillary clinton advisor bernie sanders colluded russia clinton lie thats sanders hope true politicians even worse thought ",-1,"Negatif"
"4119",4119," complain countries like china russia denying war crimes lot different literally support apartheid",0,"Netral"
"4121",4121," hope russia win",1,"Positif"
"4122",4122," countries european union theres five scale continental powers right italy france germany spain poland combined pop russia losing european customers",-1,"Negatif"
"4124",4124," billion dollars helped stop russia becoming soviet union yeah worth every penny",2,"Positif"
"4126",4126," russia evil god allow forgiveness",0,"Netral"
"4127",4127," see russia mine ",0,"Netral"
"4128",4128," like enemies free speech human rights democracy freedom want stand side iran russia ccp go ",1,"Positif"
"4129",4129," russia saidi arabia risen prices gas usa",0,"Netral"
"4132",4132," russia overrated suicide bomber threatens detonate vest hes recognized superpower",-1,"Negatif"
"4135",4135," happens russia stays russia rules break rules suffer consequences",-1,"Negatif"
"4136",4136," surkov believed played key role russias annexation crimea us eus sanctions lists helping orchestrate land grab necessary create favorable conditions controllable political forces enter new parliament",2,"Positif"
"4137",4137," brittney lmfao russia keep het",0,"Netral"
"4139",4139," remind us much funding shitty family received russia ",0,"Netral"
"4141",4141," come see branson missouri next time youre town soviet russia frown turns yakov upside heh heh heh",-1,"Negatif"
"4144",4144," russian air force bombed beautiful city aleppo aches al assad help russia killed syrian citizens chemical weapons",0,"Netral"
"4145",4145," thats tax returns work let guess think theres going line item says bribes russia ",0,"Netral"
"4146",4146," screw brazil want go russia russian friends",0,"Netral"
"4147",4147," moment im sure thats plus russia",0,"Netral"
"4149",4149," may god bless protect iseee iseee iseee iseee iseee iseee iseee",2,"Positif"
"4150",4150," story went everyone watching nk right move made send anything russia thousands rail cars needed none seen move",0,"Netral"
"4151",4151," whats ikea ian hrvnia worth literally half war market betting russia win",0,"Netral"
"4152",4152," russia im thinking probably every country gave governments secrets ",0,"Netral"
"4153",4153," foundation communism mainly jewish started west jews common starting marx adopted mostly jews russia formed bolsheviks actually list jews party around ",0,"Netral"
"4154",4154," love gal funny money look blokes faces hilarious especially one says impotent men russia give breakhahahaha",-2,"Negatif"
"4155",4155," becuase illegaly rebelled though aid russia putin didnt like puppet wsa gone",0,"Netral"
"4156",4156," debunked audio apparently seconds looped together sounds audio files part identified italian horror film called baron blood believe hell yep hole russia real enough audio ",0,"Netral"
"4157",4157," dont understand insist wanting believe americans saints russians imperialism former colonial countries like russians normal africa also nobody likes french know ",2,"Positif"
"4158",4158," talking mass murdering children fantastic lets start million people jewish lead bolsheviks murdered eastern europe russia alone starting ",1,"Positif"
"4159",4159,"suspicion swirls russias plans belarus ministers death washington post ",-1,"Negatif"
"4160",4160,"caviar spoon large silver enamel russia gilded birthday gift ",0,"Netral"
"4163",4163," russia helps africa many ways dont see russian flag looks like youre wrong ",1,"Positif"
"4164",4164," play defense russia kuzmenko stand side neck avoid potential physical interaction hope pucks squirts ",0,"Netral"
"4165",4165," cameras everything else silly pretending change situation without ending free trade ccp west whole start process ratcheting tariffs ccp zone staggered years russia",0,"Netral"
"4166",4166," nice ",0,"Netral"
"4171",4171," says pee pee tape guy fell russia propaganda years",-2,"Negatif"
"4172",4172," general russia china gop started youre going way better ",1,"Positif"
"4174",4174," russia already claiming fighting whole nato",0,"Netral"
"4175",4175," propaganda belongs russia usa republicans resign arent going job american people tiresome unacceptable",-1,"Negatif"
"4176",4176," russian hiding canada telling ppl critically asses ask questions supporting oppressive dictator putin lol irony hypocrisy hilarious yet sadly pathetic like putins russia enjoy canim done wyour nonsense",-4,"Negatif"
"4177",4177," better way get igor back russia germans send hogan touch strikes ",1,"Positif"
"4178",4178,"ukrainian president volodymyr zelensky playing fire time trying entice nato hope war might end years nato intervenes ",1,"Positif"
"4179",4179," live seattle evil usa evil nato block support russia putin go back beloved country vatnik",0,"Netral"
"4181",4181," think easy tell truth russia ever heard band called pussy riot navalny poisoned dissident us issues know well said least freedom talk black bagged",0,"Netral"
"4183",4183," yep lets send russia",0,"Netral"
"4188",4188," comrade heather twitter believes regions voted join russia l said crazy believe blocked tell everybody let know truth",-1,"Negatif"
"4190",4190," world see russia provoked nothing putin said russia going put missiles cuba us freaked russia cares nato defensive soviet union gone nato growing",0,"Netral"
"4192",4192,"second western countries made substantial war reserves whether energy arsenals military industry supply chains civilian materials china stored oil gas russia currency system replace dollar",0,"Netral"
"4193",4193,"lawyer alleged crypto launderer urges russia discuss prisoner swap ttc ",-1,"Negatif"
"4195",4195," true read wiki reparations russia invested hundreds billions eastern europe saved gas chambers russian soldiers lives forever grateful",1,"Positif"
"4196",4196," absolutely agree question russia let hammer fall",0,"Netral"
"4198",4198," fair exactly spanish aztec inca leader ship albeit years ago humanity developed greater sense humanity since russia thats important destroyed wont reform ",2,"Positif"
"4199",4199," russia russia russiago away bot",0,"Netral"
"4201",4201," really loved country hed move russia",0,"Netral"
"4202",4202,"kiev rushes reinforcements troops face bakhmut encirclement russia preparing missile strike ",0,"Netral"
"4203",4203," surprise sorts discussion merkylcom ing saying minsks frauds buy time arm train army task take donbass russia takes sanctions germany promised fast ",1,"Positif"
"4205",4205," guy full crap obama stores mil documents old furniture store saying nothing get duped guy russia tells naked pictures trump get yrs russia russia russia guy still office",0,"Netral"
"4206",4206," russia saves donbass people reality donbass residents lives turned horror came k people died mariupol alone dpr lpr men caught streets sent die front since february k died already nice liberation",-3,"Negatif"
"4207",4207," thing shocks whole thread didnt concoct cover story put blame russia ",-1,"Negatif"
"4208",4208," fbi agents impropely filed fisa warrants trump russia dossier still free",0,"Netral"
"4209",4209,"jk sugimoto twitter b liek check carrd interacting says dni u associate w ogata go back russia pls ",0,"Netral"
"4210",4210," whoa ",0,"Netral"
"4211",4211," going weapons beat back russia putin embarrassed biden masterful best money spent decades",0,"Netral"
"4212",4212," cina russia move end life",0,"Netral"
"4214",4214," lol russia bragged ",0,"Netral"
"4215",4215," suspect least fuentes paid promote russia talking points like tucker carlson",0,"Netral"
"4216",4216,"paranormal zimadevushka snow woman russia ",0,"Netral"
"4217",4217," united state america go russia permanently please ",0,"Netral"
"4218",4218," scam b wanted jail russia ",0,"Netral"
"4219",4219," thats start world war lolololol ill stick correcting around get country attacked russia china lolololol",0,"Netral"
"4220",4220," incredible cdn journalist running list cpc lies theres stories hurt proper press meets amount misinfo pimped cpc every level govt nati sec democracy concern reason chinarussia divide conquer us",1,"Positif"
"4221",4221,"nord stream sabotage look russia us ",0,"Netral"
"4225",4225," far corruption goesyes agree takes years generations get rid maybe zolinski put dent maybe doesnt change fact want part russia say ",-2,"Negatif"
"4226",4226," seems bit convenient internal internetdriven tensions blowing uk america time russia verge full confrontation nato",0,"Netral"
"4229",4229,"biden macron vow unity russia discuss traderow ",1,"Positif"
"4230",4230," quit buying oil russia dare support useless human wants fill pockets kill others dont bow god wait til water probles ms etc need show support others world",0,"Netral"
"4231",4231," real life pic russians ebalo ",0,"Netral"
"4233",4233," true allies let stalin run rampant post war doesnt make russias invasions right till ",0,"Netral"
"4234",4234," deporting russia leaving maybe exchange brittany grimes deal ",0,"Netral"
"4235",4235," outwardly useless war eating russia inside eaten ironic",-1,"Negatif"
"4239",4239,"jasmine jordan jordan brand basketball womens sport marketing field rep spoke fn last night addressed situation brittney griner facing political play ",0,"Netral"
"4240",4240,"macron biden pledge hold russia accountable war crimes watch video ",0,"Netral"
"4243",4243," good fossil fuel companies already helped gop make case manipulating americans vote gop asset also world realized survive without buying russia fossil fuel week germany closed years gas supply qatar",1,"Positif"
"4244",4244," plea people world witnessed entire destruction beautiful city mariupolcountless civilians killed tortured disappeared children stolen away adoption brave azovstal fighters help end putins war ",-1,"Negatif"
"4245",4245," perhaps ask finland decreased military spend past went sharply became pm way beyond rise russia marin liar ",-1,"Negatif"
"4246",4246," immediately sanction corrupt regimes russia allies like nicaragua russia vostok military exercises keep sending money managua explain please ",0,"Netral"
"4248",4248," russia lost territory exposed toothless tiger putin far less powerful time year ago zero casualties money well spent",1,"Positif"
"4250",4250," anyone know whats happening domesitc truck transportation russia months later",0,"Netral"
"4252",4252," support russia ukroshills act way currently towards natous",0,"Netral"
"4253",4253,"russians chasedukrainian army liberates village kharkov moment operation ",0,"Netral"
"4254",4254," republicans forget elected represent people lie jobs republicans resign propaganda belongs russia usa",0,"Netral"
"4256",4256," seem support dictatorships comes russia saying russian troll saying hacked brain repeat propaganda without even realizing high european energy prices posts almost sound like whos laughing ",1,"Positif"
"4257",4257," world wants peace prosperity human racerussia china freed one party rule kingship saudi arabia others end otherwise world remain turmoil sacrifice innocents continue like animals",3,"Positif"
"4258",4258,"russia terrorist state russian people must rise fix putin led dark place ",0,"Netral"
"4259",4259," sent russia oneway flight",0,"Netral"
"4260",4260," especially building rockets daddy worked nasa germans swore eastern front russia dad told many germans russian front yall beaten mother russia",1,"Positif"
"4261",4261," russia wasnt provoked dont world power promises made nato comedian making people suffer die world police using pawn russiain proxy war",0,"Netral"
"4262",4262,"cracking thread internal ruminations bubbling away within russia ",0,"Netral"
"4263",4263," imperial exploits one deranged dictator russia lasting devastating consequences russia decades ",-2,"Negatif"
"4264",4264," desperate attempts eu regain control situation lost control months ago cutting russia swift failed lead complete destruction europe ",-2,"Negatif"
"4265",4265," library russia history general editor george freeze written international team spanning thousand years russian history published bad",0,"Netral"
"4266",4266," africa russia finish ",0,"Netral"
"4267",4267," declared independence like russian sponsored separatists declared puppet republic help russian forces genocide local donbass population wouldnt happen russia didnt come donbass first place",0,"Netral"
"4268",4268," lots things fire russia well posting flyers act defiance chips away putins rule ",-1,"Negatif"
"4269",4269," well doubt cabinet studying putin handling dissent russia im sure watching jinping hes slouch comes enforcing compliance ea worked last time maybe next time lametti get tanks leadership",-1,"Negatif"
"4271",4271," russia tried war crimes genocide world leaders",-1,"Negatif"
"4276",4276,"slap contest heavyweight knockouts compilation russia kg via see people mean things themgt lmao",0,"Netral"
"4278",4278,"typical morning russia dengar bus driver mencarut",0,"Netral"
"4279",4279," argue political leadership aka putin holding back russia fight war according military doctrine beginning old soviet boomer generals arent fit st century warfare",0,"Netral"
"4280",4280,"crazy fan girl russia ",0,"Netral"
"4281",4281," two reasons escalating racial tension destabilising several powerful countries attacking monarchy attack political foundations britain realms already know russia fuelling tension via blm movement america",-2,"Negatif"
"4285",4285," extending logistics supply chain back russia point rail aside military chain converts civilian chain early phase war reports effects sanctions long distance truck transport parts backloading problems ",-2,"Negatif"
"4286",4286," agree us non aggressive foreign policy however republicans generally ones needlessly go war remember iraq bidens play russia smart working remotely aggressive putin aggressor",-2,"Negatif"
"4289",4289," war shouldnt even started lying ukrainians win war russia bad send high powered negotiators china sit russia solve please enough ukraineianrussian men dying senseless war crazy putin nato",-3,"Negatif"
"4290",4290," nah thats like freshman philosophy didnt work either cant start business russia without kleptocrat taking like saying ladas teslas military industrial complex workers paradise",2,"Positif"
"4291",4291," russia took years negotiate plenty warning action theukraine theusa staged lying deceitful campaign backed theuk invade iraqafghanistan murderingdestroying destabilising wars never good spot difference",-3,"Negatif"
"4292",4292," know russia hacked burisma maybe phished data one hunters hookers pics added stolen burisma emails hard drive slapped beau biden sticker dropped w blind computer guy hunter deny story ",-3,"Negatif"
"4294",4294," bernie sanders really spend honeymoon ussr sure make mistakes mistake colossal usually apologize ",-1,"Negatif"
"4295",4295," problem russia participate",0,"Netral"
"4296",4296," russia terrorist organization",0,"Netral"
"4297",4297," yes well find rich didnt need loans russia never cheated taxes",0,"Netral"
"4298",4298," hope guys careful part religious organizations affiliated centers influence russia us right fascists looking exploit every weakness looks like weakness ",-1,"Negatif"
"4300",4300," koch industries dominionists idu magarussia funding harpers goal make canada part us full plan authoritarian rule west full coup alberta ontario saskatchewan speak ",0,"Netral"
"4302",4302," russia ",0,"Netral"
"4303",4303,"biden macron promise unity opposition russia talk commercedisputes ",1,"Positif"
"4304",4304," finally told werent wasnt years claiming trump colluded russia always fake",1,"Positif"
"4308",4308," cool nazi party dont think russia cool nazi part committing genocide ethnic russians happened live donbass ok supporting nazi parties",2,"Positif"
"4309",4309," one patriotism day programs theyre subjecting schoolkids russia massive compensatory underground demand western culture put levis designer jeans cult ussr shame epic scale fails ",-1,"Negatif"
"4311",4311," dont drugs least russia thats stupid",0,"Netral"
"4312",4312," hes already got special master russia several fact sure needs one ",1,"Positif"
"4313",4313," oh dont know one oryx guy doesnt either ever hear nk artillery threatens seoul got ",0,"Netral"
"4314",4314,"nato torn russia antius marches erupt europe countries drag via news reality eu americans",0,"Netral"
"4315",4315," russia loosing rn ",0,"Netral"
"4316",4316," thank minister joly minister haavisto finland needs nato nato needs finland russia militarizing border finland several years news ",0,"Netral"
"4318",4318," whats point people info huh every country nazi hate groups russia usa million uk theres war happening russia bigger nazi aggressor theyre genocidal terrorizing civilians get grip ",-1,"Negatif"
"4319",4319," way russia treating brittney griner transporting penal colony absolutely idea kinda prison grounds way juvenile shouldnt see streets ",-1,"Negatif"
"4320",4320,"ltltadmiral german navy joachim rühle clearly explained behalf supreme headquarters allied states europe russia refused become part civilized world version exists world longer accept itgtgt ",0,"Netral"
"4321",4321," mean like hitler marched troops communist russia celebrated thought save stalin",2,"Positif"
"4322",4322," love russia come comrade",1,"Positif"
"4323",4323," russia going take whole country",0,"Netral"
"4326",4326," almost like kanye west ye russian asset like manchurian candidate donald trump saudi arabia russia israel america gt whos cheating whos true ",1,"Positif"
"4327",4327," one likes hitler dislike russia",0,"Netral"
"4329",4329,"usg threw kitchen sink russia grand impact russian gdp ",0,"Netral"
"4330",4330,"xi sends congratulatory letter chinarussia energy business forum gaps sinorussian cooperation continue evident ",1,"Positif"
"4333",4333," help many ukrainians arent nazis invaded russia",0,"Netral"
"4334",4334," apparently ancient virus named pandoras box scientists found russia ive heard pandora virus affects single cell organisms iirc may pose threat human study werent peerreviewed iirc",-2,"Negatif"
"4335",4335," dont get point youre trying make said nobody wants send single soldier russia send halfbaked opinion piece saying anonymous westerners hope russian people depose putin incompetence failed annexation",-2,"Negatif"
"4336",4336," drag india russias direct warning nato military al via ",-2,"Negatif"
"4338",4338," theres likely similar map south america asia africas",0,"Netral"
"4339",4339," lsraei af faction wins nationai eiection wont anytime soon inevitabie point us wiii distance itseif aii aiiies basicaiiy surrender russia china essentiaiiy run af faction good worid",1,"Positif"
"4341",4341,"pakistan currently seeking percent discount crude oil russia latter reportedly unwilling offer crude inventory cheap rates ",-4,"Negatif"
"4342",4342," smart leaving russia yes germany im looking ",1,"Positif"
"4343",4343," thnk need go russia get lips done",0,"Netral"
"4345",4345," illegally built corruption young men fleeing russia like cockroaches unwilling stay fight overthrow regime",-4,"Negatif"
"4346",4346,"biden macron vow unity russia discuss trade row biden macron vow unity russia discuss trade row ",2,"Positif"
"4347",4347," great irony russia delusion greatness superiority dominance exceptionalism dont indoor plumbing ",-1,"Negatif"
"4350",4350," matt darey russia love alaska mix ",1,"Positif"
"4351",4351," russia must bear responsability citizens spread everywhere world sometimes harmful russian cultural center shamefully implanted center paris infested spies must destroyed right exist ",-2,"Negatif"
"4352",4352," anyone considered asking russia theyd willing swap britney griner kanye im sorry dude far gone point",0,"Netral"
"4353",4353,"horrible footage ukrainian troops secretly attack russian army destroy tanks kinburn spit ",-3,"Negatif"
"4354",4354," appears russia china oh youre supposed mention ",0,"Netral"
"4355",4355,"zombie virus frozen siberian lake years revived scientists ",-1,"Negatif"
"4356",4356," russia evil",0,"Netral"
"4357",4357," nato interfere perfect moment russia weakest point depleted arsenal never history us nato going war power match never sadly price ukrainian lives foolishly willing ",0,"Netral"
"4358",4358," colony russia ",0,"Netral"
"4361",4361,"great deep dive putins history onward led todays clusterfuck ",1,"Positif"
"4362",4362," russia secure free states give ukr ultimatum stop attacking take ukr",1,"Positif"
"4363",4363," electricity returned within days soon russia never return good trade askanybody",1,"Positif"
"4366",4366," russia already pivoted away europe largest destructive malevolent criminal enterprise world headquartered washington dc think entire globe oyster",-3,"Negatif"
"4367",4367," banned fifa russia might invest new global sport real hockey one ",0,"Netral"
"4369",4369," part incredible cohort students soviet russia kolmogorovs school mathematics",1,"Positif"
"4370",4370,"russia begins mass production new crowddispersing drone ",0,"Netral"
"4371",4371," handle decide step ",0,"Netral"
"4372",4372," appalling interview failed address real issues education social issues potential war russia etc etc kept focusing age gender leisure activities rubbish",-3,"Negatif"
"4373",4373," november dárek pro putina registered official petition cut communications entire building prague use russia ",0,"Netral"
"4374",4374," hope right also said russia wouldnt invadeand yes got millions followers",0,"Netral"
"4375",4375," love years bs hilarious wagner shelled mariupol killed civilians including women n children russia basically emptied prisons insane asylum prisoners became commanders jailed neo nazis nationalists moved donbas became politicians",-1,"Negatif"
"4378",4378," world economic forums program take possessions live apartment cube like china russia",1,"Positif"
"4379",4379," many iraq kill destroy saddam decided invade annex kuwait ",0,"Netral"
"4382",4382," russia doesnt kill independent journalists shut media doesnt report want",-1,"Negatif"
"4383",4383," want watch found old documentaries watched tv years ago added youtube russia nazi group immigrant murders ",0,"Netral"
"4384",4384," call punitive expedition like britain made excuse steal riches benin worked time priceless artifacts returned restolen sold corrupt nigerian politicians ",0,"Netral"
"4385",4385," without lendlease blatant violations neutrality entailed neither great britain russia materiel foodstuffs even fight nazis america singlehandedly win war without war lost",0,"Netral"
"4386",4386," guess russia take ",0,"Netral"
"4387",4387,"unpopular opinion millions tiktok views china russia wont help car dealership usa ",0,"Netral"
"4388",4388," corruption incredible biden family businesses multiple illegal dealsinfluencing peddling china russia ukr ",-2,"Negatif"
"4389",4389," level putin dreamed know russia also staged anti trump rallies right trying help trump win done exactly",2,"Positif"
"4391",4391," honest question people follow king dotcom stupid things like russia superweapons make win easily people keep falling shit",0,"Netral"
"4392",4392," alexander mercouris steps offers important details youre looking right huddle mega sanctions plan takes shape first attempt bojo newsdiscussions states ready willing long take taking russia ",2,"Positif"
"4393",4393," senseless people around world read tweet assign blame atrocities people russia already full disclosure russian family young kids received death threats school",-5,"Negatif"
"4394",4394," ms running ammo willing send turning shitty sustained campaigns arent terrorists hills wont send best equipment fear russia capture destroy ",0,"Netral"
"4395",4395," sorry man pipeline full right excess chinese production earmarked russia right try us back spring",2,"Positif"
"4396",4396," extremely foolish russia doesnt need europe european oil purchases contribute russias exports europe destroy price cap ",-1,"Negatif"
"4397",4397," joker russia isnt icc member cant prosecuted us israel arent either thats get away crimes humanity decades us even aspa avoid americans prosecuted crimes humanity ",-1,"Negatif"
"4398",4398," wont happen look bigger picture znpp wont returned several reasons one among actual risk ukrainian terrorist attack plant blame russia",-3,"Negatif"
"4399",4399," opposed supporting russia sent gay citizens camps like citizens much say government protects trans people atm russia successfully annexes like wants lgbt rights even worse",3,"Positif"
"4401",4401," russia adversary support putin",1,"Positif"
"4402",4402," ohh thats perfect go russia censorship ",0,"Netral"
"4403",4403," another woke trying shove beliefs onto others one spoke russia thing qatar country never war act strong",1,"Positif"
"4405",4405," ye supports russia war",1,"Positif"
"4406",4406," go buddy russia show true communism communist wouldnt free man trying overthrow government makes want scream knowing two years thisugh ",-1,"Negatif"
"4407",4407," well hes russia wanted man us lol",0,"Netral"
"4411",4411," cbina russia target electical grid hack ithow delivery groceries medications toilet paper gonna get delivered",-1,"Negatif"
"4412",4412," russia repeatedly defied international law violated geneva conventions openly commits war crimes crimes humanity outlaw state rejects foundation international community rightly condemned opposed entire civilised world",-1,"Negatif"
"4413",4413," consequences losing wars perhaps germans hadnt provoked us entering ww might won dont forget role ferrying lenin russia helping bolsheviks take shortsighted proved years later",-1,"Negatif"
"4415",4415," people mean liberal left government fooled thinking russia cause hillary lose proven fake therefore overreach unnecessary tilted playing field conservatives instead pissed righteous",-2,"Negatif"
"4418",4418," sit throne ",0,"Netral"
"4419",4419," weak stomach dont pushing much russiasasama shuddering",-1,"Negatif"
"4421",4421,"inside bernard sanderss day honeymoon soviet union good time travel ever know specific details unless wanted list become ",1,"Positif"
"4422",4422," facility poland good luck russia intend destroy know excited poland hit article button",2,"Positif"
"4423",4423," tried years get trump office false allegations russia didnt interfere behalf russia engaged campaign sow dissent division chaos us aided goal fact democrats media accomplished ",-1,"Negatif"
"4424",4424," right live america someone shot biden banks found way mass produce gold lead oh russia fired nuclear missiles canada mean said also true grow ",1,"Positif"
"4425",4425," next year arrives russia still person fools self false hopes",-1,"Negatif"
"4426",4426," gop loves russia fox constantly spewing support putin dems like republicans early history republican embracing racists nazis courting votes dems arent socialists even though gop likes throw around know history",2,"Positif"
"4427",4427," bidens made billions stealing russia know sure",-1,"Negatif"
"4429",4429," border babys dems killing equipment left behind china russia youre worried trumps tax returns come man",-1,"Negatif"
"4430",4430," sick minds project russia savage nation deserves whats coming",-1,"Negatif"
"4432",4432," finland joining nato checkmates russia via ",0,"Netral"
"4433",4433,"kickback china joe biden started war russia china ",0,"Netral"
"4434",4434," know ye saying probably learned history ashkenazi jews formed western russia called ukrain around year fake jews",-1,"Negatif"
"4435",4435," youre new follower appreciate wont seen everything said complaints israels approach russia gulf states intimidate links iran regular feature program",-1,"Negatif"
"4436",4436," still seen credible estimate many prisoners army see estimate russias total prison population less put upper limit many volunteer tend doubt ",-1,"Negatif"
"4437",4437," dont believe propaganda says russia weak properly equipped russia plenty stock piles equipment",-1,"Negatif"
"4438",4438," tracking militaryecon xperts since usnato proxy war russia bleeding ukros started youtube suggest presenting fronting bookcase bg like durans alexander mercouris instead gray wall robbing u contextual xpertise",0,"Netral"
"4441",4441,"pakistan asks russia discount crude oil moscow turns demand ",-1,"Negatif"
"4442",4442," hey russia exchanged azov fighters back",0,"Netral"
"4443",4443,"russian military drone targets destroys ukrainian rocket launcher ",0,"Netral"
"4444",4444," provocation meted russia meted us nato countries done worst aware cruel economic war us waging countries ukrainians also killing russians",-3,"Negatif"
"4447",4447," free isnt spell russia",0,"Netral"
"4449",4449," ye move russia ",0,"Netral"
"4451",4451," enough liked give majority vote grow go russia enjoy elections better yet start revolution arizona streets kari snowflake see gets ",2,"Positif"
"4452",4452," better idea save money stop sending billion dollars every year help countries like support us fyi iraq receives average foreign aid us every year oh yeah russia gets go figure",3,"Positif"
"4453",4453," ive watching distance im wondering theres antiroyal anger harry meghan things last year two made suspect foreign interferencerussia ",-2,"Negatif"
"4454",4454," knew whole ftx scandal else democrats accuse russia russia russia everything including interfering elections accused trump russian asset accused russia wanting nuclear war never case",-1,"Negatif"
