"","text","score","polarity"
"5163","Ukraine-Russia war live updates: Ukraine has lost 10,000-13,000 soldiers https://t.co/rJfZL8ECZh",-1,"Negatif"
"5164","Oh SH*T, She is busted lying about Ukraine, not good | Redacted w Clayton Morris
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/0g4dHpS9Xo",0,"Netral"
"5165","Good morning, India! 🌞 शुभ प्रभात, भारत! 

📸 Stolobny Island, Tver Oblast, Russia

Check out our live broadcast in #Telegram: Russia Today news every hour ➡️ https://t.co/31tpEhQCV9 https://t.co/LK6h3ySfbF",0,"Netral"
"5166","@juicyjeffstofu @kanyewest Jews was killed by hitler but the amount he actually killed is way lower then 6 million &amp; the jews he did kill was communist that was trying to destroy Germany like they did to Russia! &amp; by law those jews was prisoners of war as jews had declared war on Germany on march 24 1933 https://t.co/1xgEiymxVA",-3,"Negatif"
"5167","Russia rejects Pakistan's request to sell It Crude Oil at 30-40 per cent discount: Report

#Pakistan",-1,"Negatif"
"5168","@POTUS A big father your home and all your belongings are good but look outside, look the whole world remember you are how you are not for yourself but for all the creatures of the world stand to your position lead and influence others stop the war btn russia and Ukraine remember this.",2,"Positif"
"5169","@SitaramYechury @brindacpim @cpimspeak @SitaramYechury @brindacpim in near future #USA will be challenged by #Russia &amp; #China provides opportunity for @cpimspeak to undertake social movement of epic proportions (similar to #AdiSankara wiped-out #Buddism) to bring hatred towards #USA and its vulgar #Capitalism.",-2,"Negatif"
"5170","@GeraldineDoogue Foreign Minister, Sergei Lavrov, thinks US poses an existential threat to Russia. He's partially right. The free world (meaning democratically elected Governments) constitutes more than a threat: a reality. They don't march like brainwashed robots, maybe reggae! https://t.co/d1J8Nb5gDK",1,"Positif"
"5171","@elijah_j_rossi @Frinkls @OwenBenjaminRep @MarkHamill While Ukraine has the Azov movement ( not battalion) Russia has the ""Ruskii Oblav"" an open neo Nazi with even more open ties to the  Kremlin who are responsible for violence and murders in Russia for early the past 20 years alone 
So miss us all with your bullshit",-2,"Negatif"
"5172","@anasalhajji Q: how do EU members pay for Russian crude? Russia is cut off from SWIFT, dollar and euro reserves frozen. Do EU members pay in RUB?",0,"Netral"
"5173","Russia Claims Bakhmut is Cut Off! Is It True? 29 NOV 22 Ukraine Map Update
#Canada #Germany #America #Ukraine #Bakhmut https://t.co/F8G9p8YH7C",0,"Netral"
"5174","@FoxNews Just more weapons we will leave behind when Russia wins the battle.",1,"Positif"
"5175","@PattyMurray Russia should be demilitarized and denuclearized. Iran as well.",0,"Netral"
"5176","@acroce66 Moore is my favorite consistently and this has to be the best I give it a 9 Connery's From Russia is higher I rate that a 10",3,"Positif"
"5177","@F_Loser_Trump @tg5337 @alisodude @AdamParkhomenko @chuckschumer Lol. Ok. If you say so. The fact is Trump never colluded with Russia. Mueller said so himself. Why can’t you accept that?",0,"Netral"
"5178","@fairyofbloom Totally w/you re his sinophobia remarks. I did hesitate about posting, but considered it a minor flaw in an otherwise good article. Funny how some have seen thru the BS re Russia, but not for China. The propaganda, hate &amp; exceptionalism runs deep.",-1,"Negatif"
"5179","@FeistyPK2 You're right. The Confederates, up to this point, had been systematically burning the state constitutions, under guise of ""life."" They've succeeded in burning the national Constitution. What they're doing is Extremism, trying to turn U.S.A. into their version of Iran, Russia, etc",-1,"Negatif"
"5180","#massage_in #jeddah
#damman #khobar
 #riyadh #Abha 
#massage_in_riyadh
Dedicated service to the top for 
Click free 🆓🆓🆓
https://t.co/vCBnNIlAnZ
Russia girl  🇷🇺
Arab girl https://t.co/MoRdvyyuF8",2,"Positif"
"5181","@TheStudyofWar @criticalthreats Erase Putin. #ErasePutin
#Russia is a terrorist state. https://t.co/h3CgsNleJV",0,"Netral"
"5182","@Geopolitica81 @IuliiaMendel And putin's russia has plenty more cannon fodders. Many sent to fight without socks.",0,"Netral"
"5183","@drspl5 @MeidasTouch Oh I completely agree! 
It’s so unacceptable that we have not been informed about which counties🔥
Jaw dropping really!
+the neglection of stories about Fl. state worker pensions invested in Russia costing our state workers a total wipe out.  Greenberg better still the tea.",0,"Netral"
"5184","@TheLeoTerrell Russia and Noth Korea love the orange turd!",1,"Positif"
"5185","@realMattMon @mikeinmarlton @Curtiskenshin If you really think that this isn't planted by Russia, you're in denialism.",0,"Netral"
"5186","Joe Biden and Emmanuel Macron condemn Vladimir Putin for the Ukraine invasion but open for talks

https://t.co/PHnEbMTEgM",-1,"Negatif"
"5187","SPECTACULAR FOOTAGE: TWO RUSSIAN KALIBR CRUISE MISSILES SHOT DOWN WITHIN SECONDS OVER KYIV || 2022
#Kherson #America #Russia #europe #Britain #war
https://t.co/jhcVsSOvSP",0,"Netral"
"5188","How can any of you believe @jacindaardern is tika or pono about #russia or #Ukraine when she has allowed the #genocide against our #indigenous People Uri o Ngamurikaitaua by the words and actions of #Hamiltoncitycouncil @CouncilHamilton",0,"Netral"
"5189","@yewleea You know somethings not right when Natasha comes right out and says she's from Russia. That's the last place on earth any rational person would want to admit they're from.",3,"Positif"
"5190","@CheburekCzech @Ukraine66251776 Propaganda nothing more. Russia has plenty of troops and equipment. Russia has been using all there old stock first stuff that was ready to go he’s using it up instead of retiring it to the junk pile. All the new equipment Russia has will be used after.",0,"Netral"
"5191","Israel, about ten and a half years from now, will be invaded by Russia, Turkey, some of Northeast Africa, Iran, and several other countries all trying to molest it, but the nuclear apocalypse along with the second coming will put a quick stop to it",-2,"Negatif"
"5192","@PamelaHensley22 Yet DeSantis continues to invest in Russia. What a fascist MF!  Btw Blackrock has $10 trillion AuM. They farted $2b at lunch yesterday. They laugh at Desantis.",-1,"Negatif"
"5193","The meeting of the US-EU Trade and Technology Committee is about to be held. The United States is trying to deceive European countries and extend the sanctions against Russia to an anti-China plan. However, European officials are currently not willing to actively cooperate. https://t.co/LDcmjJb662",0,"Netral"
"5194","@powerfultakes Russia has fought 4 wars in the past 25 years. It's won 3 and it looks like it will win #4 as well.

China has fought no wars.

Experience matters.",3,"Positif"
"5195","Russia Used Deep Fake Photos Of American Adult Entertainment Actress To Recruit Conscripts #Russia #Moscow #Putin #Ukraine #Kyiv #UkraineWar #France #Germany #UK #Canada #USA #Australia #Poland #NATO #Finland #Sweden #Norway #bbcnews #cnn https://t.co/3BUPPlZl2i",0,"Netral"
"5196","As War Rages In Ukraine, Odesa Votes To Remove Statue Of Russian Empress Catherine II: Radio Free Europe https://t.co/7J5KQjGjeA",0,"Netral"
"5197","persecution of Christians in communion with Moscow is a horrible evil

@PillarCatholic I respectfully note these Bishops condemned Russia’s invasion. Communion with Moscow alone indicates little, ntm their brethren live + worship in the US (ROCOR) https://t.co/bdlb48Sz5Z",-3,"Negatif"
"5198","Joe Biden says he is prepared to speak to Vladimir Putin if the Russian president is willing to end the war 
Russia-Ukraine war at a glance: what we know on day 282 of the invasion https://t.co/UX3cMoqMHy",1,"Positif"
"5199","@mmpadellan Why don’t we have a law yet that prevents a fraudulent fake President in the WH. Especially one that’s owned by China, done dirty business dealings with Ukraine. Made up fake Russia hoax stories about sitting Presidents to attempt to have him impeached for nothing! Crooked Joe!",-5,"Negatif"
"5200","@MinhKabaran1 @SocialNomadRach It's in Russia, so there's a good chance it's the flesh that hates, or something else related to Sarkicism.",1,"Positif"
"5201","America has already made a considerable switch to fuel efficient vehicles.

Why be in such a rush to cut off production when we could have more fuel than what we need? 

Doing so would make the U.S. profitable.

That's what Putin wants for Russia. That's what Putin is taking. https://t.co/jDRRFYoomB",1,"Positif"
"5202","@jacksonhinklle Fascists also love Ukraine enough about Russia",2,"Positif"
"5203","@nowthisnews Continuing the proxy war against Russia, which could have been prevented.",0,"Netral"
"5204","@Krillin27203202 @Tesla In soviet Russia cyber truck drives you 😳",0,"Netral"
"5205","@JoyceWhiteVance Longing for Trump and his cohorts to land behind bars. Here’s my dream of justice to the song “From Russia with Love” starring the @FBI… 
https://t.co/KiyMFIouOB",0,"Netral"
"5206","@RichardLTackett @RepThomasMassie So... when the Republicans went to Russia in July 2018 trying to ease tensions (which worked / no invasion) I'm guessing you had a different opinion. 🤡",2,"Positif"
"5207","Rus­sia’s Lavrov says US &amp; NATO are par­tic­i­pants in Ukraine war
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/SYQtP5oWVD",0,"Netral"
"5208","‘Antiwar's Ted Snider-
the US proxy war in Ukraine has never really been about Ukraine, &amp; hasn't even ultimately been about Russia.
In the long run this standoff has always been about China, &amp; about the desperate campaign of the US empire to preserve its unrivaled domination’ https://t.co/YEyTX45Biw",0,"Netral"
"5209","@gombcd @thejelvprint @Firassh15 @GoatNaser @Qatari They did fuck all apart from bomb isis. The rest was Syria and Russia. But nah it’s all the Wests fault because you guys always need someone else to blame for your problems. 

That’s why you’ll live in perpetual war and I’m rich, young and healthy 🤡",-3,"Negatif"
"5210","@Stako_tennis It’s not our fault that Zelensky has sold you as cannon fodder for the US war against Russia. The sooner you realise that the better for you and your country!",0,"Netral"
"5211","United States President Joe Biden hosted French President Emmanuel Macron at the White House on Thursday
#UnitedStates #JoeBiden #EmmanuelMacron #WhiteHouse #France 
https://t.co/qxHJmill4d",0,"Netral"
"5212","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/Mtx8p3u0AS",0,"Netral"
"5213","Evgeny Prigozhin on the study by the United States of the issue of recognizing PMC ""Wagner"" as a terrorist organization:

“I will answer you as a specialist in the field of combating terrorism. PMC Wagner in all its actions sacredly protects the interests of Russia, https://t.co/Nz2dZKJcCq",0,"Netral"
"5214","Charles Michel after Xi meeting: ""We had the occasion to discuss Russia’s war…The Kremlin’s attack on a sovereign nation blatantly violates international law. President Xi and I agreed that nuclear threats are not acceptable and highly dangerous.""
https://t.co/7Rwuz9yhAx https://t.co/wW2RUxXWMW",-3,"Negatif"
"5215","@LChernilov @DefenceHQ Russias actions aimed at minimising civilian casualties. OMFG. That’s why they send cruise missiles to hit non military targets far beyond the front lines. 
Russia is https://t.co/25i9WxFVz8",0,"Netral"
"5216","@elonmusk how much info does Russia have on you from Epstein?!",0,"Netral"
"5217","@SmasherStump @JackPosobiec I wish with all sincerity you would move out of my country and to the one you think is better. Russia is looking for immigrants. Your kind make me sick.",1,"Positif"
"5218","@SenJohnKennedy We can thank Trump 4 giving away the Treasury, encouraging Russia to attack Ukraine, for 4 years of Mismanagement, chaos, corruption, racist, hate filled administration. I was going to say leadership instead of administration but the only time he led was 4 the insurrection",0,"Netral"
"5219","@SusannaDodgson I am a victim of a viral attack on the country I live in. I’m pissed. The response to a viral pandemic under Donald was crap. Everyone saw it. Sabotage. Donald knew this was coming. He was put in place to do nothing. Putin part of the cabal who began Russia’s",-1,"Negatif"
"5220","@GuardianAus Russia has bombed Ukraine to the middle ages It might be worse than Kabul",-1,"Negatif"
"5221","Look who wants to go to #Ukraine️. He says #Russia kidnapped his cousin. 🦝  #Ukraine #Crimea #Kherson #Melitopol #Mariupol #Severodonetsk #Valuyki #Luhansk #Donetsk https://t.co/OueZO9p1RI",0,"Netral"
"5222","@afriqueredac @SoyamFrederic Good job Russia..",0,"Netral"
"5223","@GbemiOla2 @DukeOfErat @Hogelfalken @MalcolmNance @pollybarrett @YAmzallagh @MriyaReport @SpencerGuard @WarintheFuture @ChuckPfarrer @RipRawlings @ukraine_map @general_ben @ZelenskyyUa Great. And if there is no intel (like the last 7 times) about Russia planning some insidious trap upon withdrawal, then it's nothing....again...like the last 7 times when ppl said ""Russia must be planning something, why else would they withdrawal? 😲""",-2,"Negatif"
"5224","@criticalthreats @TheStudyofWar Erase Putin. #ErasePutin
#Russia is a terrorist state. https://t.co/slTDhKEjKj",0,"Netral"
"5225","drive me to Russia and become famous",1,"Positif"
"5226","@KyivIndependent It’s proprietary technology. Don’t want Russia getting hands on it.",-1,"Negatif"
"5227","NEWSWEEK: Putin Loses 6000 Troops in 2 Weeks

Russian President Vladimir Putin lost more than 6,000 of his troops in two weeks, adding further casualties to a hefty estimated Russian death toll from the war in Ukraine....

https://t.co/BNOY067hNK",-4,"Negatif"
"5228","just learned about societwave and consider me moved 😮‍💨 can readily be seen as closely related to the revival of post-punk in 80's Russia, maybe even the Yugo New Wave scene and shit idk, in any case i nose a new world unfolding before me… https://t.co/bZwwuGmNol",1,"Positif"
"5229","@FoxNews talk to him and tell him we going to blow russia off the map",-1,"Negatif"
"5230","After WW2 our government gave Nazis in Ukraine arms to fight Russia. The same Nazis that killed Jews an the polish people the same Ukrainian Nazis that said polish people are no better than animals. Today the same Ukrainian Nazis are getting tax payers money yet again. https://t.co/RnZvzjpCL5",0,"Netral"
"5231","@k12476004 @curtainsishere @VodickaJaroslav @OreoSalad0 @InternetH0F doesn’t know the majority of south america and mexico is ruled by cartels. All so doesn’t know asian communist governments are a thing right along with russia",1,"Positif"
"5232","@TRHLofficial @tomselliott @SecYellen @StephenAtHome Riiigghhhttt? Like Russia is setting US policy.  They canceled all the drilling permits, okay.",0,"Netral"
"5233","USSR &amp; Ronald Reagan. 

We are paying for the wall coming down. It has been a long game. 

Now Americans (not all) are supporting antisemitism and support for Russia? That's why don't want people to be educated. They are easier to control.",3,"Positif"
"5234","@beck_jea @JamesBradleyCA @elonmusk Nato and Ukraine started it. All Biden and zelensky had to do was to agree not to put nato on Russia borders, and they couldn't do it. Would the US allow Russia on its borders?  He'll no.",0,"Netral"
"5235","@GeorgePapa19 …and Russia wouldn’t have invaded Ukraine",0,"Netral"
"5236","@cornpopsmoke @peppaGack @RealJimboHere @LPNational You support the autocratic, anti-human slave state of Russia because they still have the hammer and sickle on some of their bombs they send to incinerate hospitals.

I have your number.  I know what you are.",0,"Netral"
"5237","@AlboMP Foreign Minister, Sergei Lavrov, thinks US poses an existential threat to Russia. He's partially right. The whole free world (meaning democratically elected Governments) constitutes more than a threat: a reality. They don't march like brainwashed robots, maybe to reggae! https://t.co/0md5LmdbAE",1,"Positif"
"5238","@nexta_tv That's because Russia is Nazis lol. Every Nazi in the west supports them.",1,"Positif"
"5239","@JamesBradleyCA So you don't believe in elections, why not go back to Russia?",0,"Netral"
"5240","@POTUS Y’all gonna go to war with Russia for no reason?",0,"Netral"
"5241","@HollowMarman @ErikZim37482608 @elandycl Jews destroyed Russia 110 years about they won't again.",0,"Netral"
"5242","How Russia’s territory control in Ukraine has shifted • Russia's challenge: Annexing territory it can't control
https://t.co/DlqSCZx5fW - RSS Channel - HP Hero https://t.co/S61Q5Ynrus #movies",0,"Netral"
"5243","30 Nov: Russians PANIC. MASSIVE SABOTAGE HITS Russian Cities | War in Ukraine Explained
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/CzPm2yXhqV",0,"Netral"
"5244","@Jobugjobug751 @deangloster @tedcruz The main reason is that it's completely fabricated. The other reason is that the accusation is actually ""Russians"" not, ""Russia"" itself or the ruling party. Try not being so gullible.",-1,"Negatif"
"5245","@ConflictEconomy @brockgana @apmassaro3 Soviet killed more people than german nazis. 
In Russia still many street and monuments are named after soviet criminals. Russia still refused to pay reparation to formerly occupied eastern European countries.",-2,"Negatif"
"5246","U.S., France present united front to hold Russia to account on Ukraine | Reuters https://t.co/ub2HHBgwmj 

#ArmUkraineNow #RussianWarCrimes #RussiaTerroristState #NATOInUkraineNow #SurrenderPutin",0,"Netral"
"5247","In a press conference following a bilateral meeting with French Pres. Emmanuel Macron, Pres. Biden reiterated France and the U.S.’s support for Ukraine as Russia’s war on the country continues https://t.co/LjSl2urPQc",1,"Positif"
"5248","#نظارات #طبيه #إطار #فريم #نظاره #glasses #framework #frame #افريقيا #الخليج_العربي #السعودية #الكويت #البحرين #قطر #الامارات #عُمان #الخليج #asia #الشرق_الأوسط #africa #usa #canada #australia #europe #India #russia #اليمن 
link:
https://t.co/JPyXT1snmq
photo: https://t.co/28o3hLI1pP",0,"Netral"
"5249","@JoeBiden @TheDemocrats End sanctions against Russia!!!",0,"Netral"
"5250","- that doesn't mean what kanye did wasn't bad?? does the man just get an excuse for it? and like yeah Ukraine does have a neo-nazi issue from what i know, but at the same time Russia is still being Russia. kanye just straight up being anti-semitic, and just bc he isn't supplying-",-1,"Negatif"
"5251","Pakistan delegation in Moscow asks Russia for 30-40% discount on crude oil 

Russia refused to give Pakistan a 30-40% discount on Russian crude oil, saying that it could not offer anything right now as all volumes were committed",-2,"Negatif"
"5252","@GMe62911826 @UnerkanntW People there are fighting not because of Putin, but for their land, and Russia helps it in this. If you do not see Nazism in Ukraine and Russophobia, then just stop carrying nonsense and do not get into this topic",-1,"Negatif"
"5253","@CNN @ErinBurnett No Russia? 😂 🤡",0,"Netral"
"5254","@KristinRaworth Standing by for Danielle Smith to tweet that her grandad went back to Europe after fleeing feudal Russia to fight the nazis so she can’t possibly be blamed for any of this.",-1,"Negatif"
"5255","@praise_dylan @KyivIndependent @Ukrainian @Russia Russia doesn’t want that more than anyone, they simply don’t have a chance.",0,"Netral"
"5256","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/Wbk7pjuXuf",0,"Netral"
"5257","@DylanBurns1776 The longer this was goes on, the more I hate Ukraine. That’s not to say I like Russia. Their invasion was imperialism and was done for the sake of natural gas. But the Ukrainian government and military are run by savage war criminals, too.",-1,"Negatif"
"5258","@washingtonpost Ofcourse, this is what US wants always..bloodshed across Gulf and now on Russia-Ukraine borders.",0,"Netral"
"5259","@FeistyPK2 The Confederates think American States are like the slave states of the Confederacy or their own version of Iran, Russia, Afghanistan, etc. They don't accept that U.S.A. is about legitimate Constitutions. There's no  ""state's 'rights.'"" Only people have rights in any reality.",0,"Netral"
"5260","@valschuman @DanyloBandera @BloodOfTyrants2 @Leonid2605 @Biz_Ukraine_Mag Agreed,   it is the monstrous soviet ideology and Soviet regime that pit people against each other, created divisions and made neighbors that lived together for centuries hate each other. Hopefully this war is russia’s last crime",-3,"Negatif"
"5261","@V_Alexandrovna_ It is clear that Russia will win. A Russian victory will come soon, When Russia wins the presence of Nazis in Ukraine and American/NATO/Western oppression and terrorism will end.",1,"Positif"
"5262","Russia condemns German parliament for declaring Ukraine Soviet-era famine a genocide - Yahoo News https://t.co/d9CgveuXH6 https://t.co/9BGj4liMu8",-3,"Negatif"
"5263","#massage_in #jeddah
#damman #khobar
 #riyadh #Abha 
#massage_in_riyadh
Dedicated service to the top for 
Click free 🆓🆓🆓
https://t.co/sVdUAlCv7c
Russia girl  🇷🇺
Arab girl https://t.co/LH3XgMcf8s",2,"Positif"
"5264","@AusCan531 @GeorgePapa19 If Hillary and the DNC didn’t commit sedition with their Russia lie, Democrats wouldn’t have taken the house in 2018 and the country would be very different today….🤷",0,"Netral"
"5265","@NewsHour China is worst enemy?  Not Russia, eh?",-1,"Negatif"
"5266","@fabushka_ I have to wonder...if it's a no win situation for Russia...why would the Ukrainians be upset since they are going to win??? Oh right...",0,"Netral"
"5267","Are these new AI selfies something made by Russia to steal y’all data again?",-1,"Negatif"
"5268","@jacksonhinklle Putin's army is killing, raping, torturing, and bombing thousands of civilians in Ukraine. Over 1M children and women have been abducted to russia. 
Kanye and Fuentes are ok with all of this. 
They admire Putin and Hitler.
Putin is the Hitler of our time.
#PutinWarCriminal https://t.co/OE7BF6Yo2e",1,"Positif"
"5269","@blackintheempir REMINDER:  flourished?  russia life expectancy is where US was 50 years ago, China is subject to pandemic lockdowns after three years and US employment is at record levels.  

This account deals in hyperbole and not facts.  Consider why.",0,"Netral"
"5270","@SmugglingNinja @bikini_teenie @smc429 I won't claim to know what Russia or China think. I can only tell you what I believe, which is ""Biden is slacking!""",0,"Netral"
"5271","OSCE: Security meeting overshadowed by Russia's war, ban on Lavrov https://t.co/9WIX4h3Gb9 https://t.co/gb0gx6jjTe",0,"Netral"
"5272","@ACTBrigitte Everything that speaks without a brain and fake ass people should be banished from our society. You first for sure, Kanye, Nick Adams, all of the GOP, Lavern, MTG, Gym Jordan etc… Russia or Lebanon for you, take your pick",-1,"Negatif"
"5273","@JakobWeissEsq @MikeyBolt69 @DefenceU @operativno_ZSU So because a few thousand Ukranians decided to side with Germany 80 years ago to kill, mostly Jews, it is okay for Russia to commit henious crimes agains Ukraine today?",0,"Netral"
"5274","@SenatorWong Foreign Minister, Sergei Lavrov, thinks US poses an existential threat to Russia. He's partially right. The whole free world (meaning democratically elected Governments) constitutes more than a threat: a reality. They don't march like brainwashed robots, maybe reggae https://t.co/c7jQ4oRzfQ",1,"Positif"
"5275","@MattWhitmanTMBH I think it's more than that.  Our history as a religion is full of Christians rescuing people, from Afghanistan from Germany, from Russia.  We are part of the greatest rescue story ever told (Christ dying for us while we were still sinners), we can't help but try and save others.",0,"Netral"
"5276","@jeffreymlevy @hodgetwins The FBI and DOJ were exposed to have made that entire Russia collusion thing up based on a dossier that Hillary Clinton’s people put together and spoon fed to them without any questions being asked. You don’t know that because there was cricket about it on any of your new sources",-1,"Negatif"
"5277","@cozypront Tornado cash guy was allegedly actually laundering money for Russia and North Korea (not just letting them use his tech), so basic geopolitics.",0,"Netral"
"5278","Russian Woman Asks Her Nephew-Soldier For More Loot! She’s Upset He Can’t Get Anything From Ukraine!
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/5817TrWSG7",0,"Netral"
"5279","@Jake71281612 @bneeditor What about all the Russians that did a runner to avoid conscription?

Lots of skills just ran away from Russia.",0,"Netral"
"5280","@PogCrab @RpsAgainstTrump @Snowden Stole millions of top secret documents and said ""the gov is tracking your every move"" and ran. For weeks the gov couldn't find him which was ironic. Turned up in Russia.",1,"Positif"
"5281","@WhatswithToday1 @gaughen If you view any negotiated settlement where you don’t get 100% of what you want as appeasement then you’re not serious about avoiding nuclear war.

And taking the US side against Russia over “imperialistic ambitions” is absurd.",0,"Netral"
"5282","@JaneCaro @peggymel2001 @djmarley6 @MarinSanna @abc730 @SarahFergieonTV She did, but this nonsense meant there was little time to ask about having a border with Russia, homeless people, educated system, Ferguson as always, aggressive,gotcha, what a bore she has become.",-1,"Negatif"
"5283","@cbouzy Russia collusion 3.0?",-1,"Negatif"
"5284","@ThorTalkin @POTUS Learn a little about why we are gaining benefits &amp; revenue 100x's over while protective ng national security. 
https://t.co/nrLYIVrQZu",3,"Positif"
"5285","@IndEmbMoscow @tass_agency @rgrus @interfax_news @kpru @MID_RF @RusEmbIndia Shame on India's support for Russia.India should not be colluding with a country ruled by gangsters and war criminals. This does not make India look good. It makes India look like an accomplice in crime.",2,"Positif"
"5286","@OzKaterji I have done extensive research on this. Peasants in Russia were dying too because of the famine. It wasn't just Ukrainians",-1,"Negatif"
"5287","Now Ukraine was greatly reduced in size and power, but still plotting with the Americans and Europeans and the Soros gang to assault Russia.  

Russia tried to negotiate a peaceful settlement with  Ukraine to protect Russian speakers who were continually harassed there",0,"Netral"
"5288","Satellite images show Russia is making a big gamble on how it plans to defend territory near Crimea from Ukraine https://t.co/2D7KpAWWbn via @YahooNews",0,"Netral"
"5289","@ytrewq2023 Russian soldier commits perfidy and gets his soldiers killed when committing a war crime against AFU soldiers as all Russia does is commit war crimes and crimes against humanity everywhere they go

#PutinIsaWarCriminal 
#RussiaIsLosing
#RussiaIsANaziState
#RussiaIsATerroristState",-2,"Negatif"
"5290","@greg_price11 Nazis are bad and should be destroyed by Russia in Ukraine 😡😡😡",-1,"Negatif"
"5291","@SenTedCruz Oh please stop patting yourself on the back. The war in Ukraine would have happened because Russia thought they saw a week of country and it was a way into for a takeover. And yes, getting into bed with the Russians to build a pipeline doesn't look good on you. Ted",1,"Positif"
"5292","Olaf Scholz has suggested that Europe should go back to its pre-war “peace order” with Russia and resolve “all questions of common security” after the war in Ukraine if President Putin is willing to renounce aggression against his neighbours. https://t.co/vnu7V01sc8",-1,"Negatif"
"5293","Russia strikes Kherson power grid calling it a legitimate target #Buzzerly #TwitterAlternative https://t.co/hPl5zcnPGW",0,"Netral"
"5294","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/KL0IKtoaHa",0,"Netral"
"5295","@DoyougrokGary @peppaGack @RealJimboHere @LPNational Why are you trying to control what kind of nation Russia is?  Why are you trying to control the mentality of other humans?  I thought you were non-interventionist?",0,"Netral"
"5296","@powerfultakes @devarbol Logistics to Crimea is impossible if the ""land bridge"" is taken. The Kerch Bridge will be destroyed and Russia would soon have its ships sunks. It'd be like Kherson but much, much harder. If Ukraine takes Melitopol, the sensível move for Russia would be to surrender with honour",-1,"Negatif"
"5297","@mischibi @LowyInstitute @MarinSanna @mfullilove Marin the Warmonger. Way beyond Russia in per capita spend. Fastest rise since she was PM. https://t.co/viRcQfFiF9",0,"Netral"
"5298","@ShehabBawazeer2 It is sad that Russia has been trying to take Bakhmut since May 17th, and since then have lost Izyum, Lyman, Kherson, and 50% of their gains. Wagner is overrated.",-2,"Negatif"
"5299","U.S., France present united front to hold Russia to account on Ukraine https://t.co/c4YNBOJ5qb",0,"Netral"
"5300","@RussianEmbassy @mfa_russia @RusembUkraine @BBCWorld @SkyNews @REESOxford @POLITICOEurope @guardian @ForeignAffairs @spectator @LBCNews Can you be trusted with flammable hair products.

Lol

Only someone wants to talk about fire safety drills.

Don't  mess me about, I've got work in the morning. https://t.co/kVkPd4dQ9p",1,"Positif"
"5301","@CalvinE43701301 @instinctnaturel @BobbyLuciano78 @GG_MacM13 @kimmsue70 @LadyOfTheOcean1 @gmarshall1965 @TheLandsNotOurs @OGJuliaLee @Missy8008135 @MotherFnPenguin @Gennaro1352 @newsjunky2 @ByeDonaIdTrump @BassistOld @PridgeWessea @lanemancini61 @2457klhu @DigiMalice @ShellyRKirchoff @gopisdirty @EdBlackEsq @CoIoradoStrong @AnnoyedTaurus @ProGunOne1776 @yourmomswatchin @LifeNyc2 @JenCages @bombaybadboy @kk7hgbjssy @KarenDi95261360 @LordButters22 @Flattielover @bubblebeard61 @WorkersUtopia @ConnieSERVATIV3 @raphaelha67 @Free_Con101 @sunluvver @pamg8tr @KishorTrivedi7 @S51781902 @NoBulls55224206 @cutecowlover @Way2GoodAtThis @WillieBH1999 @scary_brock @StealthWolf68 @lostandlovinit @TJ_W_Jackson Gorbachev dropped the Iron Curtain. It was pretty cool to see RUSSIA  and not just the ...we snuck cameras into Russia.",2,"Positif"
"5302","@NewVoiceUkraine No Fly Zone. #ErasePutin 
#Russia is a terrorist state. https://t.co/rLksu3VYY0",0,"Netral"
"5303","Satellite images show Russia is making a big gamble on how it plans to defend territory near Crimea from Ukraine https://t.co/0Jnaglox6s via @Yahoo",0,"Netral"
"5304","@joncoopertweets Move to Russia",0,"Netral"
"5305","@Bruno891046401 @Tetiana11504596 @apmassaro3 Ukrainian separatism is a Russian invention. If you don't recall, these regions voted to leave USSR and Russia.",0,"Netral"
"5306","@Ukraine66251776 Serbs were committing genocide and had to be stopped, just as Russia is committing genocide in Ukraine.",-2,"Negatif"
"5307","@gmcmhdn @acoyne Yup what I feared. Dubious source. It doesn’t appear in GWU’s Archives.

Most primary docs are from 90, before Warsaw ended, meaning any East expansion would have meant war with Russia. When it fell apart they had the same freedom to choose as🇩🇪to choose.

https://t.co/J8hd64yzJC",0,"Netral"
"5308","@Snowden It baffles me someone ever considered him to be one.

Btw, how's Russia right now? Is it hard to dodge the draft?",0,"Netral"
